created_at,username,text,true_label,true_label_name,pred_label,pred_label_name,correct,down_prob,flat_prob,up_prob,confidence,expected_return_pct,actual_return_pct,quarter,year,influence_weight
2024-12-02 10:31:32+00:00,cz_binance,Create story books on @Giggleacademy and earn #BNB. Kids read it for free.,2,up,1,flat,0,0.30764883756637573,0.41563093662261963,0.276720255613327,0.41563093662261963,-0.02939079360487363,1.47814947913991,Q4 2024,2024,0.7932718424041808
2024-12-02 11:53:20+00:00,saylor,$MARA is a company on the #Bitcoin Standard.,2,up,1,flat,0,0.31524407863616943,0.3498438596725464,0.3349120616912842,0.3498438596725464,0.07064194875948072,2.08495452840187,Q4 2024,2024,1.0
2024-12-02 13:04:16+00:00,saylor,"MicroStrategy has acquired 15,400 BTC for ~$1.5 billion at ~$95,976 per #bitcoin and has achieved BTC Yield of 38.7% QTD and 63.3% YTD. As of 12/2/2024, we hodl 402,100 $BTC acquired for ~$23.4 billio",0,down,2,up,0,0.3279862403869629,0.30749213695526123,0.3645216226577759,0.3645216226577759,0.10492563044645847,-1.12636219826727,Q4 2024,2024,1.0
2024-12-02 14:12:01+00:00,elonmusk,"I will do my best to respond to well-reasoned arguments here on X for serving the best interests of the American people.

However, any real or de facto offers of money, power or threats will obviously",1,flat,1,flat,1,0.21272620558738708,0.4299144744873047,0.3573594391345978,0.4299144744873047,0.3065918902242689,-0.75668263461126,Q4 2024,2024,0.8092310917502938
2024-12-02 16:11:34+00:00,elonmusk,Absolutely,1,flat,1,flat,1,0.4003411829471588,0.4034018814563751,0.19625705480575562,0.4034018814563751,-0.3608536256892122,-0.54559745764075,Q4 2024,2024,0.8092310917502938
2024-12-02 18:05:47+00:00,saylor,"""It's just a matter of time."" - @fundstrat on #Bitcoin 🚀
https://t.co/0662fMs3VB",1,flat,0,down,0,0.38088294863700867,0.2804836332798004,0.3386334180831909,0.38088294863700867,-0.04490566382757853,-0.27108497651095,Q4 2024,2024,1.0
2024-12-02 19:27:07+00:00,elonmusk,The final step of @DOGE is to delete itself,1,flat,1,flat,1,0.24133236706256866,0.5327849388122559,0.22588267922401428,0.5327849388122559,-0.005078616856076922,0.031909905959689996,Q4 2024,2024,0.8092310917502938
2024-12-02 19:31:03+00:00,elonmusk,@micsolana Crazy,1,flat,1,flat,1,0.3073664605617523,0.4171549081802368,0.2754785716533661,0.4171549081802368,-0.03130008822039522,0.031909905959689996,Q4 2024,2024,0.8092310917502938
2024-12-02 21:49:59+00:00,realDonaldTrump,"I am pleased to announce that Warren A. Stephens, one of the most successful businessmen in the Country, has been nominated to serve as the United States Ambassador to the Court of St. James’s, a role",1,flat,1,flat,1,0.25680088996887207,0.42400720715522766,0.3191918730735779,0.42400720715522766,0.1491642682351765,0.12074863103165999,Q4 2024,2024,0.813890190106979
2024-12-03 00:06:57+00:00,elonmusk,@BillyM2k Absolutely,1,flat,1,flat,1,0.28885573148727417,0.4387377202510834,0.27240654826164246,0.4387377202510834,-0.0026855881800259655,0.12314411054601,Q4 2024,2024,0.8092310917502938
2024-12-03 00:20:24+00:00,elonmusk,Absolutely,1,flat,1,flat,1,0.4003411829471588,0.4034018814563751,0.19625705480575562,0.4034018814563751,-0.3608536256892122,0.12314411054601,Q4 2024,2024,0.8092310917502938
2024-12-03 07:18:57+00:00,cz_binance,"While you are looking for coins to ape, we have been working on education. Preview of lesson 17 in @giggleacademy. Still in the younger age range, but the lessons will grow over time. Ramping up the t",1,flat,1,flat,1,0.26157689094543457,0.41708794236183167,0.32133519649505615,0.41708794236183167,0.14443321363116335,-0.59201312296627,Q4 2024,2024,0.7932718424041808
2024-12-03 11:00:14+00:00,VitalikButerin,"What I would love to see in a wallet:

https://t.co/51zWXRVKrE",1,flat,1,flat,1,0.3027334213256836,0.35228124260902405,0.3449854552745819,0.35228124260902405,0.11383485104325616,0.77657416192192,Q4 2024,2024,0.7962279304832974
